month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,flight,origin,dest
3,1,1603,-7,1736,-20,EV,5486,LGA,PIT
8,29,1023,-2,1311,-14,AA,731,LGA,DFW
12,28,1153,-7,1517,-18,UA,766,JFK,SFO
3,15,1205,-5,1318,-7,WN,3839,EWR,MDW
2,24,1040,-5,1335,3,B6,1183,JFK,MCO
9,23,1550,-10,1853,-13,B6,1117,LGA,TPA
3,28,1659,-1,2036,-34,DL,329,JFK,SJU
11,29,1246,-4,1344,-6,AA,178,JFK,BOS
9,29,1942,-8,2125,-16,EV,5038,LGA,BHM
1,3,1000,0,1213,7,US,1177,LGA,CLT
9,19,1915,-4,2229,-5,B6,71,JFK,SLC
8,30,1204,0,1346,-37,UA,998,EWR,PHX
4,22,1517,17,1658,20,UA,665,LGA,ORD
4,6,1544,-1,1819,-18,UA,1593,EWR,MCO
6,25,NA,NA,NA,NA,EV,5716,JFK,IAD
6,7,1253,-2,1551,9,B6,141,JFK,PBI
10,3,1324,13,1453,4,EV,3822,EWR,GSO
5,10,1458,-1,1657,3,EV,4381,EWR,DTW
7,16,2150,-5,2311,-18,EV,3267,EWR,ORF
10,18,1244,-4,1437,-13,DL,1131,LGA,DTW
6,19,1857,0,2114,2,9E,4059,LGA,DAY
9,27,1107,-3,1417,-13,AA,1599,LGA,MIA
2,19,1151,21,1327,7,WN,3652,EWR,STL
2,6,1857,2,2118,18,MQ,4649,LGA,MSP
12,1,608,-7,857,-23,AA,1175,LGA,MIA
1,27,2246,-4,2356,2,B6,1018,JFK,BOS
3,24,832,2,1003,-12,AA,313,LGA,ORD
10,4,854,-6,1125,-19,DL,1747,LGA,ATL
2,18,828,-2,1003,-12,AA,313,LGA,ORD
4,1,2217,91,2327,73,EV,4571,EWR,MKE
11,3,1004,4,1331,15,UA,1480,EWR,SFO
6,7,849,-6,1059,-1,DL,2179,EWR,DTW
4,2,1309,-6,1428,-7,MQ,3765,EWR,ORD
2,7,1900,0,2156,10,DL,947,LGA,ATL
11,24,1150,-1,1430,-29,B6,323,JFK,LAX
8,28,841,1,1124,-21,UA,1401,EWR,MIA
2,26,1232,-8,1522,-18,AA,1853,EWR,DFW
12,18,852,10,1140,-1,B6,1025,JFK,TPA
10,27,1419,-6,1629,-21,MQ,3669,LGA,ATL
10,23,1804,4,1922,2,WN,318,EWR,MDW
3,18,456,-4,645,-3,US,1843,EWR,CLT
4,16,1438,-2,1704,-29,UA,1687,EWR,MCO
1,15,828,-6,1029,-10,EV,4250,EWR,GRR
3,19,1124,99,1257,92,WN,1809,LGA,MKE
11,22,1756,1,2058,-16,DL,1211,LGA,RSW
5,11,836,-4,1009,-1,9E,3300,JFK,DCA
4,19,1337,-3,1640,0,AA,753,LGA,DFW
1,30,1751,-9,2014,-1,EV,4397,EWR,MCI
6,27,1426,71,1715,77,B6,553,JFK,PBI
10,11,1913,39,2145,10,9E,3325,JFK,DFW
7,17,1249,4,1517,-18,AA,745,LGA,DFW
3,7,1835,19,2015,10,UA,1053,EWR,CLE
11,3,824,-5,1051,-9,EV,4388,EWR,JAX
1,23,2024,37,2141,29,EV,4412,EWR,BUF
1,19,1418,3,1512,-14,B6,1010,JFK,BOS
5,25,1341,3,1628,-15,UA,1615,EWR,RSW
11,13,1228,-2,1351,-14,AA,329,LGA,ORD
9,13,737,7,935,6,DL,831,LGA,DTW
10,13,1824,49,2109,14,AA,2351,JFK,MIA
9,30,1026,-4,1246,3,DL,2343,EWR,ATL
4,12,836,-4,1031,17,9E,3432,JFK,DCA
8,16,1728,-7,1918,-19,YV,2751,LGA,CLT
10,18,1909,-1,2140,-9,DL,1729,JFK,LAS
9,2,625,-5,830,-15,DL,575,EWR,ATL
1,11,2141,221,20,245,EV,4397,EWR,MCI
3,22,2022,73,2142,80,EV,4086,EWR,PWM
8,30,1911,46,2035,26,EV,5207,LGA,BGR
11,23,658,-2,929,-5,DL,1547,LGA,ATL
7,1,1243,108,1708,143,B6,403,JFK,SJU
5,7,604,-6,714,-9,EV,4527,EWR,IAD
10,21,811,16,929,19,WN,909,EWR,MDW
1,10,1653,-7,1934,-21,AA,257,JFK,LAS
2,26,903,-2,1159,-36,VX,407,JFK,LAX
6,16,2106,6,2334,-4,B6,399,LGA,MCO
9,12,1159,-1,1404,30,UA,255,LGA,ORD
9,30,719,-6,916,-29,MQ,3547,LGA,XNA
10,30,2017,-8,2130,-10,AA,2314,JFK,BOS
10,4,610,0,736,-9,WN,2609,LGA,STL
2,19,1054,-6,1342,-38,DL,1275,JFK,SLC
6,21,2206,111,2400,84,EV,4333,EWR,TUL
6,22,1831,72,1939,51,EV,5827,EWR,BUF
9,12,2137,277,11,259,DL,1585,LGA,MCO
8,17,1331,-4,1451,-12,B6,286,JFK,ROC
8,30,642,12,925,1,B6,929,JFK,RSW
9,17,1212,-8,1342,-13,MQ,3361,JFK,RDU
3,16,1705,0,2019,9,AA,1905,EWR,DFW
1,14,2040,-5,2301,-9,B6,115,JFK,MSY
9,7,2020,-2,2144,-11,B6,105,JFK,ORD
5,4,1940,40,2238,5,DL,87,JFK,LAX
8,22,2132,8,2348,-11,UA,1611,EWR,IAH
8,7,2354,83,340,74,B6,1203,JFK,SJU
2,28,1602,2,1805,-45,DL,920,JFK,DEN
8,18,1827,4,2018,3,UA,258,EWR,ORD
1,9,1557,12,1853,-17,AA,133,JFK,LAX
2,4,1755,-5,1912,-1,US,2185,LGA,DCA
5,22,1747,42,1956,50,US,1003,LGA,CLT
9,24,1254,-6,1432,2,UA,1734,EWR,ORD
1,10,1722,-7,1848,-14,EV,4480,EWR,PIT
10,28,856,-4,1107,-24,DL,502,EWR,ATL
2,19,2203,63,2345,55,MQ,4584,LGA,CLT
2,17,1906,-4,2147,-45,DL,2159,JFK,MCO
12,6,632,-3,856,7,EV,4161,EWR,MSP
10,30,1823,-7,2032,-9,EV,5268,LGA,CLT
10,24,1153,-6,1502,-12,AA,1256,LGA,MIA
7,7,1233,3,1408,7,9E,3319,JFK,BUF
5,10,1937,47,2132,57,AA,359,LGA,ORD
4,27,1449,-11,1617,-28,AA,341,LGA,ORD
9,2,2257,177,112,162,DL,1147,LGA,ATL
3,19,1551,-6,1742,-12,9E,3523,JFK,ORD
12,24,1505,0,1802,-11,UA,308,EWR,MIA
11,7,1337,8,1633,6,UA,431,EWR,DFW
6,2,623,-7,733,-27,B6,905,JFK,ORD
10,21,1607,-8,1845,0,MQ,3357,LGA,ATL
3,7,1647,111,1852,100,EV,4181,EWR,MCI
3,31,1353,-7,1526,8,EV,5712,JFK,IAD
1,30,1915,-5,2233,-42,DL,1345,JFK,PHX
3,3,847,-3,1135,-10,B6,59,JFK,TPA
6,4,2044,-11,2207,-23,AA,371,LGA,ORD
9,14,1455,0,1629,-11,MQ,3359,JFK,RDU
1,30,1526,22,1703,23,EV,4634,EWR,RDU
11,25,1752,-3,2123,9,DL,1211,LGA,RSW
1,2,2334,125,33,111,EV,4257,EWR,BTV
11,4,839,-1,1111,16,EV,4419,EWR,XNA
11,29,1618,-2,1809,-15,DL,2231,LGA,DTW
7,22,845,-4,1104,-11,EV,4388,EWR,JAX
1,15,1414,-1,1645,7,DL,935,EWR,ATL
10,14,609,9,710,-1,EV,4533,EWR,BUF
12,30,2004,64,2318,51,UA,1152,EWR,PDX
5,15,1958,58,2134,46,EV,5038,LGA,BHM
8,20,1451,-9,1704,-20,EV,5215,LGA,CHS
8,12,1118,-7,1214,-17,B6,2380,EWR,BOS
2,22,1615,45,1907,32,B6,153,JFK,MCO
6,16,930,-7,1127,-23,EV,4495,EWR,SAV
2,18,1750,5,2013,-7,MQ,4413,LGA,XNA
7,22,NA,NA,NA,NA,EV,3830,EWR,RIC
5,11,932,-5,1247,6,UA,1497,EWR,RSW
6,23,623,-7,759,-36,US,1100,LGA,CLT
12,29,928,3,1234,-31,WN,3085,EWR,AUS
10,24,824,-6,959,-20,EV,5195,LGA,RIC
5,23,1024,-6,1312,-28,AA,19,JFK,LAX
12,4,930,-6,1040,-12,B6,116,JFK,SYR
5,15,818,-2,1053,-17,DL,1959,JFK,MCO
3,15,1700,45,1902,26,EV,4294,EWR,SAV
10,1,1732,2,1925,-28,EV,5298,LGA,OMA
11,6,825,-10,1040,-5,EV,4638,EWR,CVG
9,4,1252,6,1458,-16,UA,1605,EWR,LAS
12,28,901,-4,1103,-11,DL,181,LGA,DTW
1,12,724,-5,956,-33,UA,754,EWR,TPA
9,16,1953,-3,2217,14,DL,2131,LGA,DTW
12,11,2135,35,2253,47,UA,994,EWR,BOS
9,5,1239,-5,1526,-13,B6,505,EWR,FLL
7,5,1532,-8,1810,29,US,1899,LGA,CLT
11,8,859,-1,1135,-4,DL,1747,LGA,ATL
11,22,952,-8,1153,17,UA,673,LGA,ORD
12,19,805,0,1249,-15,AA,1357,JFK,SJU
8,7,1200,-9,1415,-3,UA,206,EWR,PHX
1,3,655,-5,815,6,US,2163,LGA,DCA
9,15,624,-4,833,-20,UA,833,EWR,LAS
3,19,NA,NA,NA,NA,EV,4100,EWR,MEM
6,12,604,4,857,-3,UA,1691,JFK,LAX
1,18,1540,0,1907,-2,DL,2027,JFK,FLL
11,28,1440,0,1620,5,MQ,3493,LGA,CLE
7,27,1737,42,1940,40,US,627,EWR,PHX
7,10,554,-6,732,-20,DL,731,LGA,DTW
2,23,751,1,1007,17,B6,219,JFK,CLT
4,20,1637,-8,1906,6,9E,3383,JFK,CVG
2,18,628,18,821,3,EV,4963,EWR,MSP
2,4,2023,-6,2307,-30,UA,1225,EWR,PBI
9,8,1733,4,2029,-21,VX,193,EWR,SFO
9,3,1237,-3,1453,-27,AA,300,EWR,DFW
9,5,1001,1,1128,-5,FL,353,LGA,CAK
7,24,1251,7,1427,9,EV,4552,EWR,GSO
6,6,1108,-6,1354,5,B6,523,EWR,MCO
10,13,2123,-6,2235,-1,EV,4583,EWR,PWM
3,20,828,3,1132,-1,B6,181,JFK,SAN
10,28,1709,9,1919,24,AA,199,JFK,ORD
4,15,2041,-9,2209,-20,EV,4658,EWR,GSO
7,5,1525,15,1629,-15,UA,253,EWR,ORD
7,18,1508,9,1813,11,UA,1289,EWR,MCO
6,3,852,2,1020,6,9E,3465,JFK,BOS
9,16,1019,-1,1309,0,B6,53,JFK,PBI
9,5,1024,5,1324,-17,UA,1246,EWR,SFO
12,19,812,0,1104,-7,DL,2596,JFK,LAS
7,31,920,5,1022,-17,DL,867,JFK,BOS
7,18,625,-5,808,-27,US,1433,LGA,CLT
12,3,830,-2,1107,-22,B6,27,EWR,MCO
11,18,1213,-7,1325,-10,B6,1386,JFK,ROC
10,13,1221,21,1316,1,WN,3330,EWR,MDW
8,15,2030,145,2132,102,AA,353,LGA,ORD
4,23,2116,96,2245,75,MQ,4423,JFK,RDU
6,30,1356,21,1603,68,MQ,3678,EWR,ORD
6,27,1205,95,1549,119,VX,23,JFK,SFO
10,15,1828,23,2054,26,UA,1139,EWR,DEN
5,1,1927,-3,2128,-2,EV,4543,EWR,DSM
6,9,1148,15,1433,-11,UA,1120,EWR,SFO
7,24,1711,1,2007,-8,AA,181,JFK,LAX
7,1,44,174,300,120,AA,185,JFK,LAX
4,20,958,-1,1226,-21,UA,1583,EWR,LAS
10,18,1310,-2,1621,-3,B6,1639,LGA,RSW
12,26,1518,13,1816,2,UA,1186,EWR,MIA
11,8,1242,-8,1339,-21,AA,178,JFK,BOS
6,22,1154,-5,1326,-8,EV,4316,EWR,RDU
11,11,653,-7,803,-6,US,2169,LGA,DCA
10,16,1829,-6,2123,-25,AS,5,EWR,SEA
6,27,1854,24,NA,NA,9E,3615,JFK,IND
10,25,1254,-6,1402,-4,B6,316,JFK,SYR
2,8,1321,31,1414,20,B6,1006,JFK,BOS
2,14,1752,47,1915,44,B6,36,JFK,ROC
7,23,1202,183,1433,176,DL,1747,LGA,ATL
1,22,817,-8,941,-4,MQ,4418,JFK,DCA
10,27,553,-7,711,-19,UA,279,EWR,ORD
2,25,1354,-6,1457,-12,US,2177,LGA,DCA
12,15,828,-2,1059,-6,DL,433,JFK,ATL
1,29,1828,98,1951,91,AA,1790,JFK,BOS
3,6,758,6,1302,15,UA,1481,EWR,SJU
10,24,634,-6,837,-1,EV,4166,EWR,GSP
9,2,1623,-2,1820,-19,9E,3372,JFK,RDU
9,29,1554,-6,1724,-20,9E,3357,LGA,BNA
3,5,1246,69,1410,57,EV,4529,EWR,RDU
8,3,1615,0,2003,10,UA,887,EWR,ANC
4,1,610,0,759,-17,DL,1919,LGA,MSP
11,1,726,-9,1040,0,DL,183,JFK,SEA
2,23,1539,39,1751,58,US,720,EWR,CLT
12,28,1722,-7,1951,-9,F9,507,LGA,DEN
8,9,1503,8,1803,-27,AA,779,LGA,MIA
8,4,1156,-3,1321,7,9E,4097,JFK,BWI
10,7,856,56,1126,60,9E,3507,JFK,MSY
12,23,1422,32,1732,2,UA,1179,EWR,SFO
1,4,1643,38,1926,1,9E,3325,JFK,DFW
9,8,1852,-8,2115,1,9E,3876,LGA,GSP
12,2,657,-3,918,-18,DL,1547,LGA,ATL
3,13,1112,-8,1235,-27,EV,5273,LGA,PIT
6,26,2008,105,2150,68,UA,525,EWR,DEN
1,17,1255,10,1607,7,AA,2253,LGA,MIA
5,9,1456,-4,1737,-23,AA,883,EWR,DFW
4,19,846,-9,1038,-31,DL,2239,EWR,DTW
3,29,1441,-9,1615,-12,9E,4357,JFK,ORF
8,1,1354,4,1446,-16,B6,1338,JFK,MVY
10,30,2150,21,7,-3,B6,527,EWR,MCO
10,17,1826,-4,2135,-15,DL,442,JFK,SEA
11,24,1428,-7,1602,-23,EV,5391,LGA,MSN
7,10,1957,57,2305,93,DL,947,LGA,ATL
3,25,1807,52,2120,56,DL,1779,LGA,FLL
7,19,642,12,802,7,AA,303,LGA,ORD
4,28,1006,-9,1203,-2,US,1055,EWR,CLT
11,4,2238,-7,2337,-16,B6,108,JFK,PWM
4,21,903,-2,1016,-3,B6,56,JFK,BTV
1,21,1113,13,1423,-9,UA,1120,EWR,SFO
3,8,1227,87,1415,70,DL,1573,LGA,MEM
5,6,640,-5,844,-9,B6,117,JFK,MSY
6,1,1605,-9,1801,-22,EV,4272,EWR,SAV
10,30,746,-8,852,-19,B6,1307,JFK,IAD
7,24,1941,76,2204,78,9E,3807,EWR,CVG
5,3,1532,22,1759,-26,UA,1172,EWR,SFO
10,25,2053,-2,3,4,B6,1205,JFK,PDX
9,9,1940,-2,2229,-21,B6,1271,LGA,FLL
8,27,1643,-12,1830,-15,AA,2019,LGA,STL
6,9,1315,-5,1626,5,B6,1601,LGA,RSW
1,20,1014,-11,1314,43,EV,5026,EWR,DTW
8,20,752,-1,940,-11,US,1733,LGA,CLT
1,26,1716,21,2045,30,B6,359,JFK,BUR
4,27,1337,-8,1631,-29,AA,1073,LGA,MIA
10,21,1350,-10,1445,-22,US,2150,LGA,BOS
6,7,804,24,1016,17,DL,807,EWR,ATL
12,18,1439,-1,1643,-17,EV,4181,EWR,MCI
6,19,1501,1,1643,-9,US,802,EWR,CLT
8,23,1328,-2,1546,-12,DL,2043,JFK,ATL
6,25,1933,154,2138,159,EV,4532,EWR,CHS
10,28,1708,-2,1817,-13,UA,1064,EWR,BOS
8,9,851,31,1050,7,EV,4998,LGA,MCI
9,3,1847,-3,2257,NA,AA,119,EWR,LAX
11,18,829,0,953,-5,EV,5813,EWR,RIC
2,4,2018,-7,2255,-36,UA,299,EWR,DFW
11,11,1448,-7,1915,-36,DL,1,JFK,SJU
12,7,919,-1,1321,36,VX,407,JFK,LAX
5,19,1218,-7,1327,-38,AA,329,LGA,ORD
8,10,1817,167,2032,157,MQ,3202,JFK,IND
5,29,920,-10,1023,-21,B6,56,JFK,BTV
2,7,1311,-9,1504,-4,EV,4628,EWR,STL
5,15,740,-4,1016,-30,UA,1701,EWR,FLL
10,1,1702,-10,1926,-36,UA,246,EWR,DFW
9,16,1800,0,1929,9,WN,441,EWR,MDW
10,28,1910,0,2154,5,DL,1729,JFK,LAS
2,10,1543,28,1833,-11,UA,1111,EWR,SFO
5,2,1936,17,2213,-7,B6,155,JFK,MCO
10,3,1820,5,2136,6,UA,1022,EWR,SNA
10,10,851,-3,1210,-3,B6,15,JFK,SFO
11,23,653,-8,818,-13,B6,2702,JFK,BUF
12,21,1140,0,1446,-6,DL,1875,LGA,TPA
8,31,1859,-1,2218,2,DL,1643,JFK,SEA
1,7,1419,-1,1711,-2,UA,1618,EWR,TPA
11,23,1053,-7,1410,5,DL,1275,JFK,SLC
6,11,1911,0,2124,9,EV,4397,EWR,MCI
9,5,1812,-3,2105,-30,AA,1611,LGA,MIA
3,30,754,-7,852,-16,EV,4198,EWR,BWI
6,19,2322,277,129,249,DL,245,JFK,PHX
7,7,1729,20,2001,7,B6,327,EWR,MCO
9,30,838,13,1018,-11,US,1831,JFK,CLT
11,8,1448,2,1750,2,UA,1454,EWR,FLL
11,3,1839,99,2004,108,B6,1734,JFK,BTV
8,15,2243,44,2342,23,EV,4625,EWR,BWI
9,6,1552,-7,1738,-12,EV,3846,EWR,AVL
6,6,1434,-6,1618,-27,DL,1819,LGA,MSP
5,22,857,-3,1222,3,DL,923,LGA,MIA
8,19,1638,-7,1823,-4,B6,2302,JFK,BUF
10,2,1853,-7,1954,-20,US,2160,LGA,BOS
11,16,1301,12,1619,5,UA,394,EWR,SFO
9,29,747,-2,1011,-32,B6,1717,LGA,TPA
7,9,1809,61,2128,123,UA,509,LGA,DEN
1,19,1353,-7,1611,-25,DL,2247,LGA,ATL
2,15,1853,-7,2021,3,EV,5714,JFK,IAD
3,15,722,-7,1008,-18,B6,361,LGA,PBI
9,11,1701,-7,1915,-15,UA,509,LGA,DEN
4,3,1844,-11,2030,-21,9E,3374,JFK,PIT
7,18,1409,55,1722,62,B6,1639,LGA,RSW
4,7,1521,-9,1812,-22,DL,1935,LGA,TPA
11,1,1348,-7,1547,5,EV,4100,EWR,MEM
3,2,848,-11,1120,-55,UA,963,LGA,IAH
6,17,1702,127,1856,164,EV,4175,EWR,IAD
8,16,2213,28,34,16,B6,611,JFK,LAS
12,23,1527,-3,1839,-30,UA,257,JFK,SFO
6,24,NA,NA,NA,NA,MQ,3556,LGA,DTW
4,25,2156,57,2304,44,UA,1548,EWR,BOS
12,27,2305,20,24,29,B6,234,JFK,BTV
3,20,2315,149,13,119,EV,4571,EWR,MKE
3,4,2201,6,40,-8,B6,515,EWR,FLL
1,14,1628,3,1938,-16,B6,675,JFK,LAX
2,26,1720,20,1848,8,MQ,4323,JFK,ORF
8,30,1155,-5,1259,-17,US,2179,LGA,DCA
5,14,1727,28,1926,20,9E,3881,EWR,CVG
1,17,1253,-7,1447,-3,MQ,4426,LGA,CMH
8,30,1444,-6,1656,-48,UA,1200,EWR,SAN
4,6,729,-1,1049,-16,VX,183,EWR,SFO
9,27,716,-9,910,-35,MQ,3547,LGA,XNA
2,12,658,-2,956,-38,DL,763,JFK,LAX
3,5,1623,-7,1842,-5,DL,2231,LGA,DTW
9,27,952,-7,1152,-15,US,2054,LGA,CLT
6,12,819,-11,1007,-8,MQ,3272,LGA,CLE
1,20,854,-3,1148,-19,UA,1110,EWR,IAH
9,2,1716,5,2008,-31,B6,167,JFK,OAK
6,2,1655,25,1944,-15,VX,27,JFK,SFO
8,5,715,1,839,-9,EV,4213,EWR,RDU
7,26,818,-2,1021,-5,EV,4380,EWR,MSP
8,10,1314,14,1542,2,AA,1033,EWR,DFW
6,7,1028,18,1131,6,MQ,3795,EWR,ORD
9,5,1203,2,1436,-11,UA,1461,EWR,IAH
9,2,1849,133,2013,128,B6,918,JFK,BOS
2,23,1640,-5,1827,-24,EV,4900,EWR,DTW
2,8,NA,NA,NA,NA,EV,4437,EWR,CLT
2,17,1926,-4,2100,-15,EV,4126,LGA,CLE
11,25,1349,-1,1643,-22,AA,1073,LGA,MIA
3,8,1907,92,2102,80,DL,2331,LGA,DTW
1,13,1504,4,1830,-7,DL,963,JFK,LAX
8,11,2124,-6,18,4,B6,1371,LGA,FLL
4,8,853,-7,1008,-17,US,2167,LGA,DCA
8,26,718,-2,819,-26,WN,1705,EWR,BNA
4,16,559,-1,721,10,EV,5716,JFK,IAD
6,17,1338,-6,1613,-8,B6,525,EWR,MCO
10,9,2236,-9,2346,-10,B6,108,JFK,PWM
5,21,1106,-4,1354,-2,DL,695,JFK,MCO
6,19,814,-1,1049,14,DL,1429,JFK,LAS
1,31,742,-3,1115,-10,AA,59,JFK,SFO
1,22,2219,50,2344,73,EV,4088,EWR,DCA
6,14,1148,38,1322,37,WN,114,LGA,MDW
11,17,2019,14,2335,25,B6,1201,JFK,FLL
5,1,929,-1,1031,-11,B6,42,JFK,SYR
12,1,1655,-5,1807,-12,US,2189,LGA,DCA
3,25,1236,-9,1548,-12,AA,2253,LGA,MIA
7,16,1523,-7,1818,-22,DL,1935,LGA,TPA
9,16,552,-8,822,-18,B6,27,EWR,MCO
11,29,1644,-1,2003,-3,DL,477,JFK,LAX
3,18,1434,44,1646,49,EV,4687,EWR,CVG
12,10,2013,18,2324,25,DL,2590,JFK,LAS
2,16,713,-7,1029,13,B6,987,JFK,MCO
3,10,705,0,1040,49,DL,2285,LGA,MCO
8,18,929,-1,1200,-34,DL,1443,JFK,SEA
12,13,1826,-4,2039,-15,DL,2331,JFK,DTW
3,21,2045,30,2226,16,MQ,4555,LGA,CMH
10,20,1325,0,1552,3,F9,507,LGA,DEN
9,24,1445,-5,1632,-5,EV,5675,EWR,CMH
10,20,1822,-8,2131,-9,B6,305,EWR,FLL
2,25,1525,5,1844,11,UA,983,EWR,RSW
2,19,700,31,1016,46,UA,638,LGA,IAH
2,10,1531,-4,1635,-16,UA,627,EWR,BOS
4,24,956,-4,1507,-3,HA,51,JFK,HNL
8,23,1102,2,1216,-9,UA,1528,EWR,ORD
9,4,912,-8,1139,-41,VX,407,JFK,LAX
8,30,556,-4,814,-20,B6,27,EWR,MCO
10,7,826,-4,1133,-13,UA,1289,EWR,SFO
2,14,1006,-8,1117,-6,UA,486,EWR,BOS
8,12,1945,10,2135,-7,9E,3443,JFK,RDU
12,9,1040,5,1425,20,VX,23,JFK,SFO
2,4,1207,7,1314,5,US,2173,LGA,DCA
11,16,1913,-7,2034,-12,9E,2942,JFK,SYR
10,9,1433,-2,1600,-9,UA,460,EWR,CLE
12,20,1209,197,1323,192,EV,4240,EWR,BUF
11,20,1038,-8,1215,-12,EV,4548,EWR,RDU
5,31,1236,36,1423,32,US,931,JFK,CLT
5,17,1146,-4,1302,-3,MQ,3697,EWR,ORD
8,2,1231,1,1508,-12,WN,40,LGA,HOU
7,18,2033,87,2150,78,UA,1142,EWR,BOS
11,9,1826,-4,2124,-14,B6,201,JFK,FLL
12,30,1806,4,2123,17,UA,203,EWR,PBI
8,20,1550,-5,1704,-25,UA,253,EWR,ORD
5,18,1449,-6,1731,-21,B6,63,JFK,TPA
4,17,1316,-1,1401,-12,EV,4172,EWR,BDL
9,29,1504,-1,1728,-8,EV,4377,EWR,JAX
7,20,908,8,1216,13,DL,1443,JFK,SEA
10,2,750,-10,1020,-40,AA,33,JFK,LAX
6,24,2001,26,2207,25,9E,3397,JFK,RDU
1,2,1009,9,1220,14,US,1177,LGA,CLT
7,26,1813,-17,1948,-7,MQ,3486,LGA,BNA
9,3,1510,15,1828,38,AA,2285,JFK,MCO
8,19,2029,-1,2229,-16,9E,4033,LGA,TYS
9,25,1610,-5,1819,-4,DL,1619,LGA,MSP
9,7,1627,22,1821,0,9E,3448,JFK,CVG
9,13,1934,34,2054,36,US,2193,LGA,DCA
2,15,647,-8,947,-42,DL,1415,JFK,SLC
5,12,1837,-8,2027,-3,MQ,4517,LGA,CRW
12,3,1126,-4,1335,-7,DL,2219,LGA,MSP
7,10,856,-5,1126,-32,UA,1626,EWR,SAN
10,12,940,65,1039,53,EV,4240,EWR,BUF
10,24,2309,14,18,9,B6,486,JFK,ROC
5,1,649,-4,833,-26,EV,4535,EWR,MSP
7,22,847,-3,957,-17,9E,3466,JFK,DCA
9,24,1202,-3,1436,-15,UA,1421,EWR,IAH
8,12,1720,5,1939,-13,9E,3310,JFK,MCI
3,25,13,14,354,16,B6,727,JFK,BQN
11,25,1207,-8,1434,-11,MQ,3670,LGA,ATL
9,3,1138,18,1429,12,B6,1129,JFK,RSW
1,31,2049,19,17,27,B6,1069,JFK,AUS
11,4,619,-3,818,-9,EV,4150,EWR,CVG
10,2,1527,-3,1742,-5,DL,1942,EWR,ATL
1,5,1858,-1,2144,-11,B6,155,JFK,MCO
10,3,1355,0,1532,-18,MQ,3567,LGA,CLT
12,1,1848,-3,2150,-10,UA,1128,LGA,IAH
1,16,835,25,1008,44,B6,1172,EWR,BOS
1,22,2113,233,23,223,AA,1999,EWR,MIA
4,1,1938,39,2046,19,9E,4091,JFK,BWI
6,13,2328,209,130,230,EV,4649,LGA,CLE
12,30,1738,9,2027,32,FL,400,LGA,ATL
4,21,1107,-8,1304,-1,MQ,4485,LGA,CMH
5,18,806,-5,1037,-27,UA,1261,EWR,MCO
2,20,555,-10,757,-24,9E,3953,EWR,CVG
6,23,1904,90,2142,106,FL,771,LGA,ATL
9,9,630,0,804,-9,EV,4334,EWR,CMH
2,12,1450,-5,1805,-20,AA,1769,JFK,MIA
1,10,2037,-3,2318,-41,B6,165,JFK,PDX
4,28,2002,27,2113,11,UA,764,EWR,BOS
9,21,1657,-3,1816,-39,AA,199,JFK,ORD
3,5,557,-3,709,-21,WN,815,EWR,MDW
11,6,1349,-5,1625,-21,UA,1440,EWR,PBI
6,3,1851,26,2249,59,UA,346,EWR,LAX
12,23,1651,82,1915,71,EV,4377,EWR,JAX
9,20,1909,59,2057,62,MQ,3526,LGA,CMH
12,2,920,-10,1525,-10,HA,51,JFK,HNL
8,18,1758,-2,2128,-2,B6,415,JFK,SFO
3,13,724,1,1017,-6,UA,1591,EWR,IAH
8,1,1935,-5,2201,19,EV,4361,EWR,TYS
11,8,1822,-8,2032,-20,9E,2954,JFK,CHS
6,12,2047,-7,2327,-31,UA,252,EWR,MCO
12,22,828,-2,1007,9,9E,2912,JFK,DCA
6,3,1950,-5,2226,-27,9E,3450,JFK,JAX
5,26,1923,8,2207,-23,UA,1152,EWR,PDX
2,27,1848,171,2002,178,EV,4299,EWR,DCA
6,3,1143,8,1340,0,DL,2219,LGA,MSP
11,7,1348,-3,1648,-14,DL,1775,LGA,MIA
9,7,523,-7,735,-35,UA,831,EWR,IAH
1,12,1438,-9,1624,-22,EV,4572,EWR,GSP
4,17,838,28,1114,19,DL,1429,JFK,LAS
7,26,937,2,1241,20,B6,223,JFK,LAX
5,5,946,-9,1111,1,MQ,4670,LGA,BNA
5,19,1807,7,1941,-7,EV,4685,LGA,CLE
2,3,1848,102,2027,92,EV,4202,EWR,STL
8,22,1103,-2,1415,15,UA,1601,EWR,FLL
9,26,1654,-1,1846,6,MQ,3411,LGA,RDU
3,26,1455,-5,1734,8,UA,745,LGA,DEN
1,30,1253,-2,1553,-12,UA,1612,EWR,DFW
2,25,1056,-4,1253,-7,WN,366,LGA,STL
12,4,1448,-7,1616,-34,MQ,3359,JFK,RDU
8,14,1857,-3,2208,-8,DL,1643,JFK,SEA
4,24,1444,-6,1626,-1,9E,4357,JFK,ORF
2,28,1025,90,1333,79,B6,1061,JFK,AUS
1,30,1026,26,1135,14,US,2169,LGA,DCA
10,24,1436,-4,1555,-5,EV,6049,EWR,IAD
6,30,826,1,1059,-10,UA,439,EWR,BZN
2,7,603,-7,704,-23,UA,733,EWR,BOS
2,4,756,-4,859,-18,US,2165,LGA,DCA
9,18,814,-1,1047,-18,B6,183,JFK,MCO
10,12,1625,0,1906,-43,DL,1373,JFK,MIA
6,29,NA,NA,NA,NA,EV,4297,EWR,DTW
